disasterNo,year,seq,group,subgroup_id,type_id,subtype,eventName,country,iso,region_id,continent_id,location,startYear,startMonth,startDay,endYear,endMonth,endDay,totalDeaths,injured,Affected,homeless,totalAffected,damageCost
2012-0417-MMR,2012,417,Natural,Geophysical,Earthquake,Ground movement,,Myanmar,MMR,South-EasternAsia,Asia,"Chaung-U area (Monywa district, Sagaing province), Kyaukmyaung village (Shwebo district, Sagaing province), Myaung area (Sagaing district, Sagaing province), Mogok, Singu, Thabeikkyin areas (Pyin-Oo-Lwin district, Mandalay province), Kyaukse district (Mandalay province)",2012,11,11,2012,11,11,38,231,1255,,1486,1170
2012-0480-PAN,2012,480,Natural,Hydrological,Flood,Riverine flood,,Panama,PAN,CentralAmerica,Americas,"La Chorrera, Arraijan, Capira districts (Panama province), Colon district (Colon province)",2012,11,24,2012,11,25,5,,5118,,5118,2000
2012-0031-PHL,2012,31,Natural,Geophysical,Earthquake,Ground movement,,Philippines (the),PHL,South-EasternAsia,Asia,"Tayasan area (Negros Oriental district, Region VII (Central Visayas) province)",2012,2,6,2012,2,6,113,112,320165,,320277,8900
2012-0349-PNG,2012,349,Natural,Hydrological,Flood,Riverine flood,,Papua New Guinea,PNG,Melanesia,Oceania,Southern Highlands province,2012,9,1,2012,9,20,5,,200000,,200000,27000
2012-0258-PRK,2012,258,Natural,Hydrological,Flood,Riverine flood,,Korea (the Democratic People's Republic of),PRK,EasternAsia,Asia,"Kaechon, Sunchon, Songchan, Sinyang, Pyongsong, Hoichang districts (Pyongyang-namdo province), Kujang, Unsan, Taechon, Sakju, Changsong, Tongchang, Daegwan districts (Pyongyang-bukto province), Sinchon, Anak, Jaeryong districts (Hwanghae-namdo province), Unpa district (Hwanghae-bukto province), Wonsan, Anbyon, Kosong, Pangyo districts (Kangwon-do province), Pukchong, Danchon, Jongpyong, Kumya districts (Hamgyong-namdo province), Kimchaek, Myongchon, Chongjin, Kilju districts (Hamgyong-bukto province), Samsu district (Yanggang-do province), Chagang-do, P'yongyang-si provinces",2012,7,18,2012,7,29,88,144,92945,,93089,11400
2012-0260-TWN,2012,260,Natural,Meteorological,Storm,Tropical cyclone,Tropical storm Gener (Saola),Taiwan (Province of China),TWN,EasternAsia,Asia,"Hualian Xian, Taibei Xian, Yilan Xian areas (Taiwan Sheng province)",2012,8,2,2012,8,2,6,,,,,27000
2012-0043-MDG,2012,43,Natural,Meteorological,Storm,Tropical cyclone,Cyclone Giovanna,Madagascar,MDG,EasternAfrica,Africa,"Brickaville, Vatomandry districts (Atsinanana province), Moramanga district (Alaotra Mangoro province), Mampikony district (Sofia province), Antananarivo I, Antananarivo II, Antananarivo III, Antananarivo IV, Antananarivo V, Antananarivo VI, Antananarivo Atsimondrano, Antananarivo Avaradrano districts (Analamanga province)",2012,2,14,2012,2,15,35,284,250000,,250284,100000
2012-0553-NGA,2012,553,Natural,Meteorological,Storm,Convective storm,,Nigeria,NGA,WesternAfrica,Africa,Lagos province,2012,2,13,2012,2,13,15,,15000,,15000,1000
2012-0260-PHL,2012,260,Natural,Meteorological,Storm,Tropical cyclone,Tropical storm Gener (Saola),Philippines (the),PHL,South-EasternAsia,Asia,"Ilocos Sur, Pangasinan districts (Region I (Ilocos region) province), Cagayan district (Region II (Cagayan Valley) province), Bataan, Bulacan, Nueva Ecija, Pampanga, Tarlac districts (Region III (Central Luzon) province), Batangas, Cavite, Laguna, Rizal district (Region IV-A (Calabarzon) province), Mindoro Occidental district (Region IV (Southern Tagalog) province), Aklan, Antique, Iloilo, Negros Occidental districts (Region VI (Western Visayas) province), Cebu district (Region VII (Central Visayas) province), Lanao del Norte, Misamis Oriental districts (Region X (Northern Mindanao) province), North Cotabato, South Cotabato districts (Region XII (Soccsksargen) province), Benguet, Ifugao, Kalinga, Mountain Province districts (Cordillera Administrative region (CAR) province), National Capital region (NCR) province",2012,7,31,2012,8,7,58,35,949051,,949086,9821
2012-0296-PHL,2012,296,Natural,Meteorological,Storm,Tropical cyclone,Typhoon Igme (Tembin),Philippines (the),PHL,South-EasternAsia,Asia,La Union district (Region I (Ilocos region) province),2012,8,20,2012,8,21,11,1,5606,,5607,99
2012-0027-JPN,2012,27,Natural,Meteorological,Storm,Convective storm,,Japan,JPN,EasternAsia,Asia,"Akita, Hokkaidoo, Niigata, Nagano, Kyooto, Aomori provinces",2012,1,1,2012,1,31,134,1991,5775,,7766,158000
2012-0275-IRN,2012,275,Natural,Geophysical,Earthquake,Ground movement,,Iran (Islamic Republic of),IRN,SouthernAsia,Asia,"Varzeghan village (Ahar district, East Azarbayejan province), Heris, Tabriz districts (East Azarbayejan province)",2012,8,11,2012,8,11,306,2006,59540,,61546,500000
2012-0142-ITA,2012,142,Natural,Geophysical,Earthquake,Ground movement,,Italy,ITA,SouthernEurope,Europe,"Finale Emilia, Mirandola towns (Modena Province, Emilia-romagna Region), Sant'Agostino area (Ferrara province, Emilia-romagna Region)",2012,5,20,2012,5,20,7,50,11000,,11050,15800000
2012-0466-ITA,2012,466,Natural,Hydrological,Flood,Riverine flood,,Italy,ITA,SouthernEurope,Europe,"Massa-carrara, Pisa, Livorno, Siena districts (Toscana province) Capalbio, Albinia, Orbetello towns (Grossetto district, Toscana province), Orvieto town (Terni district, Umbria province), Venezia district (Veneto province), Roma district (Lazio province)",2012,11,11,2012,11,18,4,,500,700,1200,15000
2012-0019-ITA,2012,19,Natural,Meteorological,Extreme temperature ,Cold wave,,Italy,ITA,SouthernEurope,Europe,"Milano district (Lombardia province), Abruzzi, Emilia-romagna, Marche, Umbria, Toscana, Campania, Sicilia provinces",2012,2,,2012,2,,45,,,,,132601
2012-0410-JAM,2012,410,Natural,Meteorological,Storm,Tropical cyclone,Hurricane Sandy,Jamaica,JAM,Caribbean,Americas,"Clarendon, Hanover, Manchester, Portland, Saint Andrew And Kingston, Saint Ann, Saint Catherine, Saint Elizabeth, Saint Mary, Saint Thomas, Trelawny, Westmoreland provinces",2012,10,24,2012,10,24,1,,215850,,215850,16542
2012-0451-JPN,2012,451,Natural,Meteorological,Storm,Tropical cyclone,Typhoon Jelawat,Japan,JPN,EasternAsia,Asia,"Okinawa, Kagosima, Mie provinces",2012,9,29,2012,9,30,2,180,18045,,18225,27400
2012-0166-KEN,2012,166,Natural,Hydrological,Flood,Riverine flood,,Kenya,KEN,EasternAfrica,Africa,"Kitengela, Athi River areas (Machakos district, Eastern province), Ngong town (Kajiado district, Rift Valley province), Bura, Garsen, Bangale areas (Tana River district, Coast province), Homa Bay, Kisumu, Suba, Nyando, Rachuonyo, Migori districts (Nyanza province), Busia district (Western province), Thika district (Central province), Nakuru district (Rift Valley province), Malindi district (Coast province)",2012,4,20,2012,5,16,73,,280670,,280670,100000
2012-0414-KOR,2012,414,Natural,Meteorological,Storm,Tropical cyclone,Typhoon Bolaven,Korea (the Republic of),KOR,EasternAsia,Asia,"Cheju-do, Chollabuk-do, Chollanam-do, Chungchongbuk-do, Chungchongnam-do, Inchon, Kang-won-do, Kwangju, Kyonggi-do, Kyongsangbuk-do, Kyongsangnam-do, Pusan, Seoul, Taegu, Taejon provinces",2012,8,28,2012,8,28,20,,,,,450000
2012-0124-MEX,2012,124,Natural,Geophysical,Earthquake,Ground movement,,Mexico,MEX,CentralAmerica,Americas,"Guerrero, Oaxaca, Mexico provinces",2012,3,20,2012,3,20,2,11,45000,4000,49011,320000
2012-0276-MEX,2012,276,Natural,Meteorological,Storm,Tropical cyclone,Ernesto,Mexico,MEX,CentralAmerica,Americas,"Tabasco, Veracruz, Guerrero, Quintana Roo, Puebla, Oaxaca provinces",2012,8,10,2012,8,10,12,,,,,300000
2012-0401-MEX,2012,401,Natural,Meteorological,Storm,Tropical cyclone,Hurricane Carlotta,Mexico,MEX,CentralAmerica,Americas,"Puerto Escondido city (Dist. Pochutla district, Oaxaca province)",2012,6,15,2012,6,15,7,,87000,,87000,555000
2012-0302-NER,2012,302,Natural,Hydrological,Flood,Riverine flood,,Niger (the),NER,WesternAfrica,Africa,"Agadez, Diffa, Dosso, Maradi, Tahoua, Tillaberi, Zinder, Niamey provinces",2012,7,15,2012,10,15,91,,530952,,530952,184115
2012-0366-NGA,2012,366,Natural,Hydrological,Flood,Riverine flood,,Nigeria,NGA,WesternAfrica,Africa,"Nassarrawa, Niger, Plateau, Adamawa, Bauchi, Gombe, Taraba, Yobe, Jigawa, Kaduna, Kano, Katsina, Kebbi, Anambra, Ebonyi, Cross River, Lagos, Benue",2012,7,1,2012,10,31,363,867,7000000,,7000867,500000
2012-0186-NPL,2012,186,Natural,Hydrological,Flood,Riverine flood,,Nepal,NPL,SouthernAsia,Asia,"Kaski area (Gandaki district, Western province)",2012,5,5,2012,5,7,72,5,,,5,1000
2012-0533-NZL,2012,533,Natural,Meteorological,Storm,Convective storm,,New Zealand,NZL,AustraliaandNewZealand,Oceania,Auckland province,2012,12,6,2012,12,6,3,7,450,,457,9100
2012-0363-PAK,2012,363,Natural,Hydrological,Flood,Riverine flood,,Pakistan,PAK,SouthernAsia,Asia,"Jaffarabad, Jhal Magsi, Nasirabad districts (Balochistan province), Dera Ghazi Kan, Rajanpur districts (Punjab province), Dadu, Ghotki, Jacobabad, Larkana (Sindh province), Jammu and Kashmir provinces",2012,8,,2012,10,29,480,2902,5046462,,5049364,2500000
2012-0431-PHL,2012,431,Natural,Geophysical,Earthquake,Ground movement,,Philippines (the),PHL,South-EasternAsia,Asia,"Guian town (Eastern Samar district, Region VIII (Eastern Visayas) province)",2012,8,31,2012,8,31,1,10,28869,,28879,3244
2012-0272-PHL,2012,272,Natural,Hydrological,Flood,Riverine flood,,Philippines (the),PHL,South-EasternAsia,Asia,"Metropolitan Manila district (National Capital region (NCR) province), Ilocos Sur, La Union, Pangasinan districts (Region I (Ilocos Region) province), Bataan, Bulacan, Nueva Ecija, Pampanga, Tarlac, Zambales districts (Region III (Central Luzon) province), Batangas, Cavite, Laguna, Rizal districts (Region IV-A (Calabarzon) province), Mindoro Occidental, Mindoro Oriental districts (Region IV (Southern Tagalog) province), Iloilo district (Region VI (Western Visayas) province)",2012,8,6,2012,8,8,112,14,4451711,,4451725,72330
2012-0396-PHL,2012,396,Natural,Hydrological,Flood,Riverine flood,,Philippines (the),PHL,South-EasternAsia,Asia,Region VI (Western Visayas) province,2012,3,27,2012,3,27,11,,,4835,4835,2000
2012-0602-PHL,2012,602,Natural,Hydrological,Flood,Riverine flood,,Philippines (the),PHL,South-EasternAsia,Asia,"Region XIII (Caraga), Autonomous region in Muslim Mindanao (ARMM), Region IX (Zamboanga Peninsula), Region X (Northern Mindanao), Region XI (Davao Region), Region XII (Soccsksargen) provinces",2012,6,12,2012,6,13,29,2,,30927,30929,1000
2012-0294-PHL,2012,294,Natural,Meteorological,Storm,Tropical cyclone,TYphoon Kai-Tak,Philippines (the),PHL,South-EasternAsia,Asia,"Cordillera Administrative region (CAR), National Capital region (NCR), Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon), Region IV-A (Calabarzon) provinces",2012,8,17,2012,8,17,4,,,,,3000
2012-0500-PHL,2012,500,Natural,Meteorological,Storm,Tropical cyclone,Typhoon Bopha,Philippines (the),PHL,South-EasternAsia,Asia,Region XI (Davao Region) province,2012,12,4,2012,12,4,1901,2666,6243998,,6246664,898352
2012-0206-POL,2012,206,Natural,Meteorological,Storm,Convective storm,,Poland,POL,EasternEurope,Europe,"Wycinki village (Starogard Gdanski district, Pomorskie province), Stara Rzeka village (Swiecie district, Kujawsko-Pomorskie province) ; Tuchola district (Kujawsko-Pomorskie province)",2012,7,14,2012,7,15,1,10,300,,310,5900
2012-0213-RUS,2012,213,Natural,Hydrological,Flood,Flash flood,,Russian Federation (the),RUS,EasternEurope,Europe,"Gelendzhik, Divnomorskoye, Krymsk, Nizhnebakanskaya, Neberdzhaevskaya, Kabardinka, Novorossiysk cities (Krasnodarskiy Kray province)",2012,7,11,2012,7,11,172,3910,22000,5500,31410,600000
2012-0318-SEN,2012,318,Natural,Hydrological,Flood,Riverine flood,,Senegal,SEN,WesternAfrica,Africa,"Touba city (Ndame area, Mbacke district, Diourbel province), Diaoulé village (Diakhao area, Fatick district, Fatick province), Dakar province",2012,8,15,2012,8,31,19,,57000,,57000,10000
2012-0347-TCD,2012,347,Natural,Hydrological,Flood,Riverine flood,,Chad,TCD,MiddleAfrica,Africa,"Rig-rig, Sultanat, Ntiona, Nokou districts (Kanem province), Dadjo-ii, Moubi-goz, Moubi-Hadaba, Moubi-zarga districts (Guera province), Ndjamena, Madiago, Katoa, Kadada, El-fass, Afrouk districts (Hadjer Lamis province), Assongha, Baguirmi, Tandjile Est, Tandjile Ouest, Sila, Barh Koh, Mayo-Boneye, Mayo-Dala, Logone Occidental, Logone Oriental, Kabia, Ouaddai, Batha Ouest, Batha Est, Lac Iro, Mandoul, Mont De Lam, Salamat provinces",2012,7,15,2012,9,24,20,,594831,,594831,10000
2012-0178-TWN,2012,178,Natural,Hydrological,Flood,Riverine flood,,Taiwan (Province of China),TWN,EasternAsia,Asia,Taiwan Sheng province,2012,6,9,2012,6,12,6,,35000,,35000,16900
2012-0585-TWN,2012,585,Natural,Meteorological,Storm,Tropical cyclone,Typhoon Tembin,Taiwan (Province of China),TWN,EasternAsia,Asia,Pingdong Shi area (Taiwan Sheng province),2012,8,24,2012,8,24,8,,,,,8300
2012-0615-USA,2012,615,Natural,Meteorological,Storm,Convective storm,,United States ofAmerica (the),USA,NorthernAmerica,Americas,"Ohio, Minnesota, Pennsylvania, Michigan, Wisconsin provinces",2012,7,2,2012,7,4,1,,,,,700000
2012-0616-USA,2012,616,Natural,Meteorological,Storm,Convective storm,,United States ofAmerica (the),USA,NorthernAmerica,Americas,"Missouri, Pennsylvania, Virginia, Arkansas, Oklahoma, Maryland, New York provinces",2012,9,7,2012,9,9,5,,,,,210000
2012-0010-USA,2012,10,Natural,Meteorological,Storm,Convective storm,,United States ofAmerica (the),USA,NorthernAmerica,Americas,"Jefferson, Chilton districts (Alabama province)",2012,1,22,2012,1,23,2,100,,,100,175000
2013-0335-MEX,2013,335,Natural,Meteorological,Storm,Tropical cyclone,Tropical storm Fernand,Mexico,MEX,CentralAmerica,Americas,"Yecuatla, Tuxpan, Atzalan districts (Veracruz province), Oaxaca province",2013,8,25,2013,8,26,14,,5000,,5000,2000
2013-0358-MEX,2013,358,Natural,Meteorological,Storm,Tropical cyclone,Hurricane Manuel ,Mexico,MEX,CentralAmerica,Americas,"Guerrero, Oaxaca, Jalisco, Michoacan, Sinaloa provinces",2013,9,13,2013,9,20,169,,105000,,105000,4200000
2013-0406-MEX,2013,406,Natural,Meteorological,Storm,Tropical cyclone,Hurricane Ingrid,Mexico,MEX,CentralAmerica,Americas,"Veracruz, Hidalgo, Puebla provinces",2013,9,12,2013,9,17,23,,50000,,50000,1500000
2013-0396-JPN,2013,396,Natural,Meteorological,Storm,Tropical cyclone,Typhoon Wipha,Japan,JPN,EasternAsia,Asia,"Tookyoo, Saitama, Ibaraki, Totigi, Hokkaidoo, Tiba, Kagosima provinces",2013,10,14,2013,10,16,39,107,19182,,19289,200000
2013-0401-IND,2013,401,Natural,Meteorological,Storm,Tropical cyclone,Cyclone Phailin,India,IND,SouthernAsia,Asia,"Orissa, Andhra Pradesh, Jharkhand, Bihar, West Bengal, Chhattisgarh provinces",2013,10,12,2013,10,14,47,,13230000,,13230000,633471
2013-0438-SOM,2013,438,Natural,Meteorological,Storm,Tropical cyclone,Cyclone 3A,Somalia,SOM,EasternAfrica,Africa,"Bandarbeyla, Caluula, Qandala, Qardho, Iskushuban districts (Baria province), Eyl, Garoowe districts (Nugaal province)",2013,11,8,2013,11,19,162,,142380,,142380,2000
2013-0265-JPN,2013,265,Natural,Hydrological,Flood,Riverine flood,,Japan,JPN,EasternAsia,Asia,"Simane, Yamaguti provinces",2013,7,28,2013,7,28,5,,3633,,3633,2000
2013-0123-KEN,2013,123,Natural,Hydrological,Flood,Riverine flood,,Kenya,KEN,EasternAfrica,Africa,"Naivasha town (Nakuru district, Rift Valley province), Turkana, West Pokot, Baringo, Marakwet, Keiyo districts (Rift Valley province), Kisumu district (Nyanza province), Muranga, Nyeri, Kiambu districts (Central province), Coast, Western provinces",2013,3,10,2013,4,30,96,20,100000,,100020,36000
2013-0019-PHL,2013,19,Natural,Hydrological,Flood,Flash flood,,Philippines (the),PHL,South-EasternAsia,Asia,Region X (Northen Mindanao) province,2013,1,15,2013,1,23,10,,507769,,507769,2800
2013-0274-PHL,2013,274,Natural,Hydrological,Flood,Riverine flood,,Philippines (the),PHL,South-EasternAsia,Asia,"Region III (Central Luzon) province (Pampanga district (Lubao, Floridablanca, Minalin areas), Bulacan district (Meycauayan area), Nueva Ecija district (Mariveles, Bataan, Malolos City, Carranglan areas), Zambales district (Olongapo area), Tarlac, Bataan districts), Region IV-A (Calabarzon) province (Rizal district (Teresa, Binangonan areas), Cavite district (Imus, Bacoor, Kawit, Noveleta, Tanza areas), Quezon district (Sariaya area), Laguna district), Region IV province (Mindoro Occidental district), National Capital region (NCR) province (Metropolitan Manila district (Las Pinas, Caloocan, Valenzuela, Navotas, Malabon areas)), Region I (Ilocos region) province (Pagasinan district), Cordillera Administrative region (CAR) province (Mountain Province district (Bontoc, Sagada areas), Benguet district (Tuba area), Abra district)",2013,8,13,2013,8,21,31,30,3096392,,3096422,2190000
2013-0340-PHL,2013,340,Natural,Hydrological,Flood,Riverine flood,,Philippines (the),PHL,South-EasternAsia,Asia,"Region XIII (Caraga), Autonomous region in Muslim Mindanao (ARMM), Region IX (Zamboanga Peninsula), Region X (Northern Mindanao), Region XI (Davao Region), Region XII (Soccsksargen) provinces ",2013,8,1,2013,8,9,11,21,100000,,100021,36000
2013-0029-SLB,2013,29,Natural,Geophysical,Earthquake,Tsunami,,Solomon Islands,SLB,Melanesia,Oceania,Santa Cruz islands (Temotu (Adminitrative unit not available) province),2013,2,6,2013,2,6,10,,3329,,3329,2000
2013-0515-IND,2013,515,Natural,Meteorological,Storm,Tropical cyclone,Helen,India,IND,SouthernAsia,Asia,"Krishna, Guntur, East Godavari, West Godavari, Vishakhapatnam districts (Andhra Pradesh province) ",2013,11,22,2013,11,22,10,,,,,262000
2013-0415-JPN,2013,415,Natural,Meteorological,Storm,Tropical cyclone,Tropical storm Man-Yi,Japan,JPN,EasternAsia,Asia,"Aiti, Kyooto provinces",2013,9,16,2013,9,16,6,141,30147,,30288,2000
2013-0032-MDG,2013,32,Natural,Meteorological,Storm,Tropical cyclone,Tropical cyclone Haruna,Madagascar,MDG,EasternAfrica,Africa,"Morombe, Toliary-I, Toliary-II, Sakaraha districts (Atsimo Andrefana province), Menabe, Analamanga provinces",2013,2,22,2013,2,22,42,127,40154,,40281,25000
2013-0430-PHL,2013,430,Natural,Meteorological,Storm,Tropical cyclone,Tropical storm Nari (SAnti),Philippines (the),PHL,South-EasternAsia,Asia,"Nueva Vizcaya district (Region II (Cagayan Valley) province), Pangasinan district (Region I (Ilocos region) province), Region III (Central Luzon) province",2013,10,12,2013,10,14,20,154,871601,,871755,96723
2013-0437-PHL,2013,437,Natural,Meteorological,Storm,Tropical cyclone,Typhoon Krosa (Vinta),Philippines (the),PHL,South-EasternAsia,Asia,"Ilocos Norte district (Region I (Ilocos region) province), Cagayan district (Region II (Cagayan Valley) province), Apayao district (Cordillera Administrative region (CAR) province)",2013,10,31,2013,10,31,4,,220443,,220443,4729
2013-0433-PHL,2013,433,Natural,Meteorological,Storm,Tropical cyclone,Typhoon Haiyan (Yolanda),Philippines (the),PHL,South-EasternAsia,Asia,"Samar, Leyte districts (Region VIII (Eastern Visayas) province), Cebu district (Region VII (Central Visayas) province), Iloilo, Capiz, Aklan districts (Region VI (Western Visayas) province), Palawan district (Region IV (Southern Tagalog) province)",2013,11,8,2013,11,8,7354,28689,16078181,,16106870,10000000
2013-0434-PHL,2013,434,Natural,Hydrological,Flood,Riverine flood,,Philippines (the),PHL,South-EasternAsia,Asia,"Palawan district (Region IV province), ARMM, Region VI, Region VII, Region, VIII, Region IX, Region X, Region XI, Region XII, Region XIII provinces",2013,10,4,2013,10,10,20,,207971,,207971,1988
