disasterNo,year,seq,group,subgroup_id,type_id,subtype,eventName,country,iso,region_id,continent_id,location,startYear,startMonth,startDay,endYear,endMonth,endDay,totalDeaths,injured,Affected,homeless,totalAffected,damageCost
1976-0037-ITA,1976,37,Natural,Geophysical,Earthquake,Ground movement,,Italy,ITA,SouthernEurope,Europe,Friuli region,1976,5,6,1976,5,6,922,1750,111472,105000,218222,3600000
1976-0062-JPN,1976,62,Natural,Meteorological,Storm,Tropical cyclone,Fran,Japan,JPN,EasternAsia,Asia,Kyushu (Southern),1976,9,8,1976,9,8,169,107,325000,,325107,800000
1976-0053-KOR,1976,53,Natural,Hydrological,Landslide,Landslide,,Korea (the Republic of),KOR,EasternAsia,Asia,Chonju,1976,8,7,1976,8,7,25,,,,,100000
1976-0019-MDG,1976,19,Natural,Meteorological,Storm,Tropical cyclone,,Madagascar,MDG,EasternAfrica,Africa,North,1976,1,10,1976,1,10,16,26,500000,8850,508876,17000
1976-0066-MEX,1976,66,Natural,Meteorological,Storm,Tropical cyclone,Liza,Mexico,MEX,CentralAmerica,Americas,"La Paz, Baja Peninsula",1976,10,1,1976,10,1,600,1400,175000,100000,276400,100000
1976-0052-PAK,1976,52,Natural,Hydrological,Flood,,,Pakistan,PAK,SouthernAsia,Asia,"Punjab, Sind, North West Frontier",1976,8,2,1976,8,2,338,,5566000,,5566000,505000
1976-0095-PHL,1976,95,Natural,Hydrological,Flood,Flash flood,,Philippines (the),PHL,South-EasternAsia,Asia,"Capz, Aklan",1976,11,30,1976,11,30,10,,14313,,14313,1553
1976-0038-PHL,1976,38,Natural,Meteorological,Storm,Tropical cyclone,Olga (Didang),Philippines (the),PHL,South-EasternAsia,Asia,"Luzon, Manila",1976,5,17,1976,5,17,274,,2700000,,2700000,85000
1976-0086-PHL,1976,86,Natural,Meteorological,Storm,Tropical cyclone,Ruby (Huaning),Philippines (the),PHL,South-EasternAsia,Asia,,1976,6,22,1976,6,22,3,,2702,110,2812,84100
1976-0089-PHL,1976,89,Natural,Meteorological,Storm,Tropical cyclone,Nora (Aring),Philippines (the),PHL,South-EasternAsia,Asia,,1976,12,2,1976,12,2,110,17,1741,,1758,9326
1976-0075-TUR,1976,75,Natural,Geophysical,Earthquake,Ground movement,,Turkey,TUR,WesternAsia,Asia,Muradiye,1976,11,24,1976,11,24,3840,15000,150000,51000,216000,25000
1977-0063-ITA,1977,63,Natural,Hydrological,Flood,,,Italy,ITA,SouthernEurope,Europe,South West Turin,1977,5,,1977,5,,7,,,,,44000
1977-0122-ITA,1977,122,Natural,Hydrological,Flood,,,Italy,ITA,SouthernEurope,Europe,North (Po plain),1977,10,,1977,10,,16,,1000,,1000,150000
1977-0103-JPN,1977,103,Natural,Geophysical,Volcanic activity,Ash fall,Mount Usu,Japan,JPN,EasternAsia,Asia,Sapporo,1977,8,7,1977,8,7,3,,10000,,10000,22000
1977-0102-JPN,1977,102,Natural,Hydrological,Flood,,,Japan,JPN,EasternAsia,Asia,"Central, Eastern",1977,8,6,1977,8,6,5,,,,,12000
1977-0064-KEN,1977,64,Natural,Hydrological,Flood,,,Kenya,KEN,EasternAfrica,Africa,,1977,5,,1977,5,,100,,20000,,20000,10000
1977-0079-KOR,1977,79,Natural,Hydrological,Flood,,,Korea (the Republic of),KOR,EasternAsia,Asia,Seoul area,1977,7,8,1977,7,8,297,1000,73000,,74000,20000
1977-0104-KOR,1977,104,Natural,Hydrological,Flood,,,Korea (the Republic of),KOR,EasternAsia,Asia,,1977,8,7,1977,8,7,18,,2000,,2000,13000
1977-0042-MDG,1977,42,Natural,Meteorological,Storm,Tropical cyclone,Emilie,Madagascar,MDG,EasternAfrica,Africa,,1977,2,1,1977,2,1,10,,30000,,30000,350000
1977-0040-MOZ,1977,40,Natural,Hydrological,Flood,,,Mozambique,MOZ,EasternAfrica,Africa,Limpopo River Valley (Gaza province),1977,2,,1977,2,,300,,400000,40000,440000,55500
1977-0135-PER,1977,135,Natural,Hydrological,Flood,,,Peru,PER,SouthAmerica,Americas,Cuzco city,1977,11,17,1977,11,17,4,,640,,640,1000
1977-0050-PHL,1977,50,Natural,Geophysical,Earthquake,Ground movement,,Philippines (the),PHL,South-EasternAsia,Asia,Cagayan (N.E. Luzon),1977,3,19,1977,3,19,1,30,60000,,60030,100
1977-0119-PHL,1977,119,Natural,Meteorological,Storm,Tropical cyclone,Dinah (Openg),Philippines (the),PHL,South-EasternAsia,Asia,Northern,1977,9,15,1977,9,15,60,,5000,,5000,800
1977-0134-PHL,1977,134,Natural,Meteorological,Storm,Tropical cyclone,Kim (Unding),Philippines (the),PHL,South-EasternAsia,Asia,North Luzon,1977,11,14,1977,11,14,40,115,133141,15679,148935,3600
1977-0161-PHL,1977,161,Natural,Hydrological,Flood,,,Philippines (the),PHL,South-EasternAsia,Asia,Mindanao,1977,2,22,1977,2,22,14,,1499,,1499,1913
1977-0048-ROU,1977,48,Natural,Geophysical,Earthquake,Ground movement,,Romania,ROU,EasternEurope,Europe,Bucharest,1977,3,4,1977,3,4,1641,11300,200000,175000,386300,2000000
1977-0139-SWE,1977,139,Natural,Hydrological,Landslide,,,Sweden,SWE,NorthernEurope,Europe,Goteborg,1977,11,30,1977,11,30,13,50,,,50,11000
1977-0078-TON,1977,78,Natural,Geophysical,Earthquake,Ground movement,,Tonga,TON,Polynesia,Oceania,Tongatapu,1977,6,23,1977,6,23,1,5,5000,500,5505,1200
1977-0090-TWN,1977,90,Natural,Meteorological,Storm,Tropical cyclone,Thelma & Vera,Taiwan (Province of China),TWN,EasternAsia,Asia,"Kaohsiung, North Tapei",1977,7,25,1977,7,25,61,528,11000,,11528,250000
1977-0076-TWN,1977,76,Natural,Hydrological,Flood,,,Taiwan (Province of China),TWN,EasternAsia,Asia,,1977,6,10,1977,6,10,18,,20000,,20000,1000
1977-0089-USA,1977,89,Natural,Hydrological,Flood,Flash flood,,United States ofAmerica (the),USA,NorthernAmerica,Americas,Johnstown (Pennsylvania),1977,7,22,1977,7,22,76,,2700,,2700,200000
1978-0085-NPL,1978,85,Natural,Hydrological,Flood,,,Nepal,NPL,SouthernAsia,Asia,Terai area,1978,7,,1978,7,,130,48,27000,700,27748,513
1978-0087-IND,1978,87,Natural,Hydrological,Flood,,,India,IND,SouthernAsia,Asia,"North, Northeast",1978,7,,1978,7,,3800,,32000000,,32000000,165000
1978-0082-ITA,1978,82,Natural,Meteorological,Storm,Convective storm,,Italy,ITA,SouthernEurope,Europe,Udine,1978,6,25,1978,6,25,1,19,,,19,1000
1978-0080-JPN,1978,80,Natural,Geophysical,Earthquake,Ground movement,,Japan,JPN,EasternAsia,Asia,Sendai (Near Esat coast of Honshu),1978,6,12,1978,6,12,28,500,2000,,2500,865000
1978-0076-KOR,1978,76,Natural,Hydrological,Flood,,,Korea (the Republic of),KOR,EasternAsia,Asia,,1978,6,,1978,6,,27,,2000,,2000,400
1978-0039-MEX,1978,39,Natural,Hydrological,Flood,,,Mexico,MEX,CentralAmerica,Americas,,1978,3,,1978,3,,6,,7000,,7000,24300
1978-0040-MOZ,1978,40,Natural,Hydrological,Flood,,,Mozambique,MOZ,EasternAfrica,Africa,Zambesi valley,1978,3,,1978,3,,40,,200000,,200000,63000
1978-0045-PER,1978,45,Natural,Hydrological,Flood,,,Peru,PER,SouthAmerica,Americas,San Martin,1978,3,22,1978,3,22,2,,17000,5000,22000,2000
1978-0084-SDN,1978,84,Natural,Hydrological,Flood,,,Sudan (the),SDN,NorthernAfrica,Africa,Gezira province,1978,7,,1978,7,,34,,100000,,100000,25000
1978-0033-USA,1978,33,Natural,Meteorological,Storm,Convective storm,,United States ofAmerica (the),USA,NorthernAmerica,Americas,East Coast,1978,2,5,1978,2,5,65,,,,,100000
1972-0037-USA,1972,37,Natural,Hydrological,Flood,,,United States ofAmerica (the),USA,NorthernAmerica,Americas,"Rapid city (South Dakota), Buffalo Creek (West Virginia)",1972,6,9,1972,6,9,237,,3000,,3000,120000
1973-0006-USA,1973,6,Natural,Meteorological,Storm,,,United States ofAmerica (the),USA,NorthernAmerica,Americas,Jonesboro (Arkansas),1973,,,1973,,,2,,246,,246,50000
1973-0020-USA,1973,20,Natural,Hydrological,Flood,,,United States ofAmerica (the),USA,NorthernAmerica,Americas,"Mississippi, River Basin",1973,4,,1973,4,,23,,,,,500000
1975-0050-YMN,1975,50,Natural,Hydrological,Flood,,,Yemen Arab Rep,YMN,WesternAsia,Asia,Sanaa region,1975,8,24,1975,8,24,52,,50000,,50000,12700
1976-0051-USA,1976,51,Natural,Hydrological,Flood,,,United States ofAmerica (the),USA,NorthernAmerica,Americas,Colorado (Big Thompson Canyon),1976,7,31,1976,7,31,139,,,,,41000
1978-0028-ZMB,1978,28,Natural,Hydrological,Flood,,,Zambia,ZMB,EasternAfrica,Africa,Lusaka,1978,2,,1978,2,,11,900,30000,,30900,200
1978-0198-AUS,1978,198,Natural,Hydrological,Flood,,,Australia,AUS,AustraliaandNewZealand,Oceania,"Sydney, Penrith (New South Wale)",1978,3,,1978,3,,6,,,,,17258
1978-0199-AUS,1978,199,Natural,Hydrological,Flood,,,Australia,AUS,AustraliaandNewZealand,Oceania,Eastern parts of Victoria,1978,5,,1978,5,,1,,,,,3452
1978-0117-BLZ,1978,117,Natural,Meteorological,Storm,Tropical cyclone,Greta,Belize,BLZ,CentralAmerica,Americas,"South, Central coasts",1978,9,18,1978,9,18,5,,6000,,6000,6000
1979-0113-COL,1979,113,Natural,Geophysical,Earthquake,Ground movement,,Colombia,COL,SouthAmerica,Americas,"Pasto, Buenaventura, Narino, Cauca provinces, Tumaco Isl.; Gorgona Isl.",1979,12,12,1979,12,12,579,1042,10000,,11042,8000
1979-0242-AUS,1979,242,Natural,Meteorological,Storm,Tropical cyclone,Hazel,Australia,AUS,AustraliaandNewZealand,Oceania,Western Australia,1979,3,,1979,3,,15,,,,,31286
1979-0106-COL,1979,106,Natural,Geophysical,Earthquake,Ground movement,,Colombia,COL,SouthAmerica,Americas,Manizales-Armenia area,1979,11,23,1979,11,23,60,600,,,600,20000
1979-0069-DMA,1979,69,Natural,Meteorological,Storm,Tropical cyclone,David & Federick,Dominica,DMA,Caribbean,Americas,Countrywide,1979,8,29,1979,9,6,40,2100,70000,,72100,44650
1979-0070-DOM,1979,70,Natural,Meteorological,Storm,Tropical cyclone,David & Frederick,Dominican Republic (the),DOM,Caribbean,Americas,Countrywide,1979,8,,1979,8,,1400,4000,1200000,350000,1554000,150000
1979-0091-EGY,1979,91,Natural,Hydrological,Flood,,,Egypt,EGY,NorthernAfrica,Africa,Upper Egypt,1979,10,,1979,10,,50,,66000,,66000,14000
1979-0074-HKG,1979,74,Natural,Meteorological,Storm,Tropical cyclone,Hope,Hong Kong,HKG,EasternAsia,Asia,"Tin Sam, Tai Po",1979,7,28,1979,7,28,12,260,11034,796,12090,10000
1980-0096-DZA,1980,96,Natural,Geophysical,Earthquake,Ground movement,,Algeria,DZA,NorthernAfrica,Africa,El Asnam,1980,10,10,1980,10,10,2633,8369,478948,443000,930317,5200000
1980-0001-AZO,1980,1,Natural,Geophysical,Earthquake,Ground movement,,Azores Islands,AZO,SouthernEurope,Europe,"Terceira, San Miguel, Santa Maria Pico, Sao Jorge Islands",1980,1,1,1980,1,1,69,600,21300,,21900,5000
1980-0073-BGD,1980,73,Natural,Hydrological,Flood,,,Bangladesh,BGD,SouthernAsia,Asia,North Western,1980,8,,1980,8,,655,,10000000,,10000000,150000
1980-0331-CHN,1980,331,Natural,Hydrological,Flood,,,China,CHN,EasternAsia,Asia,"Sichuan, Anhui, Hubei",1980,6,,1980,6,,6200,27000,40000,,67000,160000
1980-0231-DOM,1980,231,Natural,Meteorological,Storm,Tropical cyclone,Allen,Dominican Republic (the),DOM,Caribbean,Americas,,1980,8,4,1980,8,4,7,,,,,47000
1980-0036-FJI,1980,36,Natural,Meteorological,Storm,Tropical cyclone,Wally,Fiji,FJI,Melanesia,Oceania,"Vanua Levu, Viti Levu",1980,3,24,1980,3,24,18,250,28000,7000,35250,2256
1980-0239-GRC,1980,239,Natural,Geophysical,Earthquake,Ground movement,,Greece,GRC,SouthernEurope,Europe,Volos (Magnisia province),1980,7,12,1980,7,12,1,17,,,17,5000
1981-0091-COL,1981,91,Natural,Geophysical,Earthquake,Ground movement,,Colombia,COL,SouthAmerica,Americas,Colombia/Venezuela border,1981,10,18,1981,10,18,10,,,,,5000
1981-0184-AUS,1981,184,Natural,Hydrological,Flood,Riverine flood,,Australia,AUS,AustraliaandNewZealand,Oceania,Queensland,1981,1,,1981,1,,2,,,,,11279
1981-0066-CHN,1981,66,Natural,Hydrological,Flood,,,China,CHN,EasternAsia,Asia,"Sichuan, Central and South China",1981,7,14,1981,7,14,1311,28140,1500000,,1528140,1100000
1981-0071-CHN,1981,71,Natural,Hydrological,Flood,,,China,CHN,EasternAsia,Asia,Shaanxi province,1981,8,,1981,8,,764,5000,1200000,200000,1405000,1200000
1981-0074-COL,1981,74,Natural,Hydrological,Flood,Riverine flood,,Colombia,COL,SouthAmerica,Americas,"East, Calimina",1981,8,17,1981,8,17,150,,,,,5000
1981-0095-DNK,1981,95,Natural,Meteorological,Storm,,,Denmark,DNK,NorthernEurope,Europe,,1981,11,24,1981,11,25,9,,,,,250000
1981-0033-GRC,1981,33,Natural,Geophysical,Earthquake,Ground movement,,Greece,GRC,SouthernEurope,Europe,Athens-Corinth area,1981,2,24,1981,2,24,22,400,80000,,80400,900000
1982-0127-AFG,1982,127,Natural,Geophysical,Earthquake,Ground movement,,Afghanistan,AFG,SouthernAsia,Asia,Baghlan province (Hindu Kush region),1982,12,16,1982,12,16,500,3000,35000,,38000,1000
1982-0161-ALB,1982,161,Natural,Geophysical,Earthquake,Ground movement,,Albania,ALB,SouthernEurope,Europe," Lushnje, Bier, Berat",1982,11,16,1982,11,16,1,5,,5000,5005,5000
1982-0255-AUS,1982,255,Natural,Meteorological,Storm,Tropical cyclone,Dominic,Australia,AUS,AustraliaandNewZealand,Oceania,North Queensland,1982,4,,1982,4,,1,,,,,6864
1982-0104-CPV,1982,104,Natural,Meteorological,Storm,Tropical cyclone,Beryl,Cabo Verde,CPV,WesternAfrica,Africa,Brava Isl.,1982,9,29,1982,9,29,3,122,2100,,2222,3000
1982-0074-CUB,1982,74,Natural,Meteorological,Storm,Tropical cyclone,Alberto,Cuba,CUB,Caribbean,Americas,"Havana, Pinar Del Rio",1982,6,3,1982,6,3,24,,105000,75000,180000,85000
1982-0116-ECU,1982,116,Natural,Hydrological,Flood,,,Ecuador,ECU,SouthAmerica,Americas,Coast,1982,11,,1983,7,,307,,700000,,700000,232100
1982-0113-ESP,1982,113,Natural,Hydrological,Flood,,,Spain,ESP,SouthernEurope,Europe,"Valencia, Alicante",1982,10,19,1982,10,19,43,1600,225000,,226600,630000
1982-0117-ESP,1982,117,Natural,Hydrological,Flood,,,Spain,ESP,SouthernEurope,Europe,South,1982,11,,1982,11,,34,,,,,300000
1982-0119-FRA,1982,119,Natural,Meteorological,Storm,,,France,FRA,WesternEurope,Europe,"Seine, Saone, Charente, Loire departments",1982,11,6,1982,11,9,12,,,,,350000
1982-0103-GTM,1982,103,Natural,Hydrological,Flood,,,Guatemala,GTM,CentralAmerica,Americas,Western coast,1982,9,20,1982,9,20,620,256,20000,,20256,100000
1983-0092-CRI,1983,92,Natural,Geophysical,Earthquake,Ground movement,,Costa Rica,CRI,CentralAmerica,Americas,San Jose province,1983,7,3,1983,7,3,2,60,5000,,5060,5000
1983-0166-AFG,1983,166,Natural,Geophysical,Earthquake,Ground movement,,Afghanistan,AFG,SouthernAsia,Asia,"Hindu Kush region, North-East provinces",1983,12,16,1983,12,16,12,483,27440,6580,34503,3000
1983-0045-AUS,1983,45,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,Australia,AUS,AustraliaandNewZealand,Oceania,"South Australia, Victoria",1983,2,16,1983,2,16,75,,,11000,11000,400000
1983-0146-BEL,1983,146,Natural,Geophysical,Earthquake,Ground movement,,Belgium,BEL,WesternEurope,Europe,Seraing (Liège),1983,11,8,1983,11,8,2,30,1000,,1030,50000
1983-0055-BOL,1983,55,Natural,Hydrological,Flood,Flash flood,,Bolivia (Plurinational State of),BOL,SouthAmerica,Americas,"Santa Cruz, Beni department",1983,3,17,1983,3,17,250,,50000,,50000,48400
1983-0001-BRA,1983,1,Natural,Hydrological,Flood,,,Brazil,BRA,SouthAmerica,Americas,Minas Gerais state,1983,1,,1983,1,,68,300,3000000,8000,3008300,12000
1983-0075-BRA,1983,75,Natural,Hydrological,Flood,,,Brazil,BRA,SouthAmerica,Americas,Southern,1983,5,,1983,5,,75,,330000,,330000,338000
1983-0127-CHL,1983,127,Natural,Geophysical,Earthquake,Ground movement,,Chile,CHL,SouthAmerica,Americas,"Atacama, Copiapo-Chanaral area",1983,10,4,1983,10,4,4,24,1500,,1524,1000
1983-0059-COL,1983,59,Natural,Geophysical,Earthquake,Ground movement,,Colombia,COL,SouthAmerica,Americas,Popayan city (Cauca department),1983,3,31,1983,3,31,250,1200,35000,,36200,410900
1983-0038-COM,1983,38,Natural,Meteorological,Storm,Tropical cyclone,Elinah,Comoros (the),COM,EasternAfrica,Africa,"Moheli, Anjouan, Grande Comores",1983,1,10,1983,1,10,33,52,30000,,30052,23000
1983-0065-CRI,1983,65,Natural,Geophysical,Earthquake,Ground movement,,Costa Rica,CRI,CentralAmerica,Americas,S.E. San José,1983,4,2,1983,4,2,10,,475,,475,1000
1983-0042-CUB,1983,42,Natural,Hydrological,Flood,,,Cuba,CUB,Caribbean,Americas,"Santiago de Cuba, Pinar del Rio, Havana",1983,2,,1983,2,,15,39,164536,,164575,60000
1983-0111-ESP,1983,111,Natural,Hydrological,Flood,,,Spain,ESP,SouthernEurope,Europe,"Bilbao, Pays Basques, Northeast provinces",1983,8,25,1983,8,25,45,,500000,6000,506000,3900000
1983-0047-FJI,1983,47,Natural,Meteorological,Storm,Tropical cyclone,Oscar,Fiji,FJI,Melanesia,Oceania,"Kadavu, Ono, Suva, Viti Levu, Yasawa, Naviti, Vatulele, Bega",1983,3,1,1983,3,1,9,14,200000,,200014,50000
1983-0343-FRA,1983,343,Natural,Hydrological,Flood,Riverine flood,,France,FRA,WesternEurope,Europe,"North, East",1983,3,,1983,5,,18,12,200,,212,604000
1983-0121-HKG,1983,121,Natural,Meteorological,Storm,Tropical cyclone,Ellen,Hong Kong,HKG,EasternAsia,Asia,"Tin Shui Wai, Kam Tin, Ngau Tam Mei",1983,9,9,1983,9,9,22,338,,1607,1945,12544
1984-0063-DFR,1984,63,Natural,Meteorological,Storm,Convective storm,,Germany Fed Rep,DFR,WesternEurope,Europe,Münich (Bavaria),1984,7,12,1984,7,12,3,250,,,250,950000
1984-0309-AFG,1984,309,Natural,Geophysical,Earthquake,Ground movement,,Afghanistan,AFG,SouthernAsia,Asia,Jalalabad Area,1984,2,2,1984,2,2,1,35,,,35,5000
1984-0109-AUS,1984,109,Natural,Hydrological,Flood,Flash flood,,Australia,AUS,AustraliaandNewZealand,Oceania,Sydney area,1984,11,9,1984,11,9,36,,,,,3000
1984-0049-BRA,1984,49,Natural,Hydrological,Flood,,,Brazil,BRA,SouthAmerica,Americas,Rio Grande Do Sul,1984,6,,1984,6,,17,,150000,9600,159600,1000000
1984-0050-BRA,1984,50,Natural,Hydrological,Flood,,,Brazil,BRA,SouthAmerica,Americas,Santa Catarina,1984,6,,1984,6,,10,,100000,20400,120400,1000000
1984-0092-DMA,1984,92,Natural,Meteorological,Storm,Tropical cyclone,Klaus,Dominica,DMA,Caribbean,Americas,,1984,10,9,1984,10,9,2,,10000,,10000,2000
1984-0280-ESP,1984,280,Natural,Meteorological,Storm,Tropical cyclone,Hortense,Spain,ESP,SouthernEurope,Europe,,1984,10,4,1984,10,4,6,30,60000,,60030,1000000
1984-0079-ESP,1984,79,Natural,Meteorological,Storm,,,Spain,ESP,SouthernEurope,Europe,Northern,1984,9,,1984,9,,3,30,,,30,1000
1984-0300-GBR,1984,300,Natural,Meteorological,Storm,Convective storm,,United Kingdom of Great Britain and Northern Ireland (the),GBR,NorthernEurope,Europe,"North region, Scotland",1984,1,24,1984,1,24,22,,,,,81500
1985-0063-BGD,1985,63,Natural,Meteorological,Storm,Tropical cyclone,,Bangladesh,BGD,SouthernAsia,Asia,"Urir, Jabbar, Bata, Darbesh, Clark, Sudharam, Hatia, Sand Wip Islands Patuakhali, Bhola, North Chittagong, Feni, Noakhali districts",1985,5,24,1985,5,28,15000,,1300000,510000,1810000,50000
1985-0132-COL,1985,132,Natural,Geophysical,Volcanic activity,Ash fall,Nevado Del Ruiz,Colombia,COL,SouthAmerica,Americas,"Armero, Chinchina, Casablanca, Herveo, Libano, Murillo, Villahermosa",1985,11,13,1985,11,13,21800,5000,7700,,12700,1000000
1985-0165-ARG,1985,165,Natural,Hydrological,Flood,Riverine flood,,Argentina,ARG,SouthAmerica,Americas,"Berisso, Moron, Avellaneda, San Martin, La Plata, General Sarmiento, San Isidro, Pilar, 3 de Febrero, General Rodriguez, San Fernando, Escobar, Esteban Etcheverria, Merlo, Quilmes, Berazategui, San Vicente, Lomas de Zamora, Florencio Valencia, Ensenada, Lanus, Almirante Brown",1985,5,30,1985,5,30,25,,1000000,,1000000,230000
1985-0113-ARG,1985,113,Natural,Hydrological,Flood,,,Argentina,ARG,SouthAmerica,Americas,Buenos Aires,1985,10,,1985,10,,12,,150000,56000,206000,1300000
1985-0023-AUS,1985,23,Natural,Meteorological,Storm,Convective storm,,Australia,AUS,AustraliaandNewZealand,Oceania,"Brisbane, Queensland",1985,1,18,1985,1,18,27,,,,,122000
1985-0004-AUS,1985,4,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,Australia,AUS,AustraliaandNewZealand,Oceania,Southeastern,1985,1,,1985,1,,5,100,,,100,15000
1985-0331-AUS,1985,331,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,Australia,AUS,AustraliaandNewZealand,Oceania,New South Wales,1985,2,,1985,2,,6,,,,,18169
1985-0116-BEN,1985,116,Natural,Hydrological,Flood,,,Benin,BEN,WesternAfrica,Africa,"Mono, Atlantique, Oueme, Zou provinces",1985,10,,1985,10,,61,,345000,130000,475000,4800
1985-0050-BRA,1985,50,Natural,Hydrological,Flood,Riverine flood,,Brazil,BRA,SouthAmerica,Americas,"Ceara, Maranhao, Piaui, Rio Grande do Norte, Paraiba, Pernambuco",1985,4,,1985,4,,100,,600000,,600000,200000
1985-0201-CAN,1985,201,Natural,Meteorological,Storm,Convective storm,,Canada,CAN,NorthernAmerica,Americas,Ontario Central,1985,5,29,1985,6,1,12,200,,800,1000,117000
1985-0041-CHL,1985,41,Natural,Geophysical,Earthquake,Ground movement,,Chile,CHL,SouthAmerica,Americas,"Valparaiso, Santiago, Talca, Copiapo, La Serena, Rancegua, Cauquenes, Concepcion",1985,3,3,1985,3,3,180,2483,979792,500000,1482275,1500000
1985-0058-CHN,1985,58,Natural,Hydrological,Flood,,,China,CHN,EasternAsia,Asia,Yunnan province,1985,5,,1985,5,,283,,14000,,14000,1400
1985-0088-CHN,1985,88,Natural,Hydrological,Flood,,,China,CHN,EasternAsia,Asia,"Ghizhou, Sichuan, Hunan provinces",1985,8,,1985,8,,422,,,,,350000
1985-0091-CHN,1985,91,Natural,Hydrological,Flood,,,China,CHN,EasternAsia,Asia,Near Dandung (Liaoning province),1985,8,,1985,8,,300,,,2000,2000,350000
1985-0030-COM,1985,30,Natural,Meteorological,Storm,Tropical cyclone,,Comoros (the),COM,EasternAfrica,Africa,"Anjouan, Grande Comore",1985,2,14,1985,2,14,2,,35000,,35000,5568
1985-0386-DZA,1985,386,Natural,Geophysical,Earthquake,Ground movement,,Algeria,DZA,NorthernAfrica,Africa,Constantine-Skikda area,1985,10,27,1985,10,27,30,,,,,1000
1985-0021-FJI,1985,21,Natural,Meteorological,Storm,Tropical cyclone,"Eric, Nigel, Odette",Fiji,FJI,Melanesia,Oceania,Lautoka area,1985,1,17,1985,1,19,28,,100000,,100000,73000
1985-0044-FJI,1985,44,Natural,Meteorological,Storm,Tropical cyclone,,Fiji,FJI,Melanesia,Oceania,"Western, Central divisions",1985,3,17,1985,3,17,1,,20000,,20000,3000
1985-0222-HKG,1985,222,Natural,Meteorological,Storm,Tropical cyclone,Tess,Hong Kong,HKG,EasternAsia,Asia,Sheung Wan,1985,9,6,1985,9,6,2,12,600,,612,42
1986-0029-AUS,1986,29,Natural,Meteorological,Storm,Tropical cyclone,Winifred,Australia,AUS,AustraliaandNewZealand,Oceania,North Queensland,1986,2,,1986,2,,3,12,,1000,1012,70000
